stage	timetodiagnose	Pathway	N	DE	p.value	p.adjusted
Localized	(7,8.4]	Proteasome	45	2	0.63341698165871	1
Localized	(7,8.4]	Protein export	23	0	1	1
Localized	(7,8.4]	PPAR signaling pathway	74	2	0.870390501962107	1
Localized	(7,8.4]	Base excision repair	33	0	1	1
Localized	(7,8.4]	Nucleotide excision repair	47	2	0.657068938413681	1
Localized	(7,8.4]	Mismatch repair	23	0	1	1
Localized	(7,8.4]	Homologous recombination	41	0	1	1
Localized	(7,8.4]	Non-homologous end-joining	13	0	1	1
Localized	(7,8.4]	Fanconi anemia pathway	54	0	1	1
Localized	(7,8.4]	Cytokine-cytokine receptor interaction	294	14	0.524179402114414	1
Localized	(7,8.4]	Neuroactive ligand-receptor interaction	277	9	0.912220841051809	1
Localized	(7,8.4]	Sulfur relay system	8	0	1	1
Localized	(7,8.4]	SNARE interactions in vesicular transport	34	1	0.8070010706074	1
Localized	(7,8.4]	Autophagy - other	32	0	1	1
Localized	(7,8.4]	Lysosome	123	5	0.695136699939215	1
Localized	(7,8.4]	Peroxisome	83	4	0.554466892537447	1
Localized	(7,8.4]	Apoptosis - multiple species	33	1	0.797411061693482	1
Localized	(7,8.4]	Necroptosis	162	2	0.996617737945565	1
Localized	(7,8.4]	Vascular smooth muscle contraction	121	5	0.681232161664185	1
Localized	(7,8.4]	Wnt signaling pathway	149	7	0.558747373318335	1
Localized	(7,8.4]	Notch signaling pathway	48	1	0.902186640601295	1
Localized	(7,8.4]	VEGF signaling pathway	59	2	0.774154209347793	1
Localized	(7,8.4]	ECM-receptor interaction	82	4	0.544771684886143	1
Localized	(7,8.4]	Cell adhesion molecules (CAMs)	144	6	0.679381522356229	1
Localized	(7,8.4]	Complement and coagulation cascades	79	1	0.978382705117744	1
Localized	(7,8.4]	Platelet activation	123	6	0.525397439150583	1
Localized	(7,8.4]	Antigen processing and presentation	77	3	0.710651144443238	1
Localized	(7,8.4]	Renin-angiotensin system	23	0	1	1
Localized	(7,8.4]	Cytosolic DNA-sensing pathway	63	2	0.804623785890509	1
Localized	(7,8.4]	Hematopoietic cell lineage	97	4	0.677536050146707	1
Localized	(7,8.4]	Natural killer cell mediated cytotoxicity	131	6	0.58783127698744	1
Localized	(7,8.4]	Fc epsilon RI signaling pathway	68	3	0.628270423813818	1
Localized	(7,8.4]	Leukocyte transendothelial migration	112	1	0.99569667694504	1
Localized	(7,8.4]	Intestinal immune network for IgA production	49	1	0.906826217815733	1
Localized	(7,8.4]	Thermogenesis	229	11	0.518873405286257	1
Localized	(7,8.4]	Long-term potentiation	67	3	0.618189300427734	1
Localized	(7,8.4]	Synaptic vesicle cycle	63	1	0.9528452947028	1
Localized	(7,8.4]	Retrograde endocannabinoid signaling	148	6	0.70474824490251	1
Localized	(7,8.4]	Serotonergic synapse	115	5	0.637040906178426	1
Localized	(7,8.4]	Olfactory transduction	448	4	0.999999498800297	1
Localized	(7,8.4]	Taste transduction	83	2	0.908365525912909	1
Localized	(7,8.4]	Phototransduction	28	0	1	1
Localized	(7,8.4]	Insulin secretion	85	4	0.573523190024516	1
Localized	(7,8.4]	Melanogenesis	101	5	0.520702013394826	1
Localized	(7,8.4]	Regulation of lipolysis in adipocytes	54	2	0.730318348890324	1
Localized	(7,8.4]	Renin secretion	65	3	0.59747961491604	1
Localized	(7,8.4]	Type I diabetes mellitus	43	0	1	1
Localized	(7,8.4]	Maturity onset diabetes of the young	26	1	0.715579872797412	1
Localized	(7,8.4]	Aldosterone-regulated sodium reabsorption	37	1	0.833138940798147	1
Localized	(7,8.4]	Proximal tubule bicarbonate reclamation	23	0	1	1
Localized	(7,8.4]	Collecting duct acid secretion	27	1	0.729030885127831	1
Localized	(7,8.4]	Salivary secretion	90	3	0.803886057933859	1
Localized	(7,8.4]	Carbohydrate digestion and absorption	44	1	0.881208095352678	1
Localized	(7,8.4]	Fat digestion and absorption	41	1	0.862580683026979	1
Localized	(7,8.4]	Vitamin digestion and absorption	24	0	1	1
Localized	(7,8.4]	Parkinson disease	142	4	0.908272237272053	1
Localized	(7,8.4]	Amyotrophic lateral sclerosis (ALS)	51	1	0.915457306367078	1
Localized	(7,8.4]	Huntington disease	193	8	0.696138457226253	1
Localized	(7,8.4]	Prion diseases	35	1	0.816138343391017	1
Localized	(7,8.4]	Nicotine addiction	40	2	0.56878585065033	1
Localized	(7,8.4]	Vibrio cholerae infection	50	1	0.91124632176841	1
Localized	(7,8.4]	Epithelial cell signaling in Helicobacter pylori infection	68	3	0.628270423813818	1
Localized	(7,8.4]	Salmonella infection	86	4	0.582878446848939	1
Localized	(7,8.4]	Legionellosis	55	2	0.739625342921929	1
Localized	(7,8.4]	African trypanosomiasis	35	0	1	1
Localized	(7,8.4]	Malaria	49	2	0.679486934308274	1
Localized	(7,8.4]	Amoebiasis	96	4	0.669582052226162	1
Localized	(7,8.4]	Staphylococcus aureus infection	56	0	1	1
Localized	(7,8.4]	Tuberculosis	179	6	0.855033617832594	1
Localized	(7,8.4]	Chemical carcinogenesis	82	1	0.981327305175544	1
Localized	(7,8.4]	Basal cell carcinoma	63	3	0.576052607122577	1
Localized	(7,8.4]	Bladder cancer	41	2	0.582343918500396	1
Localized	(7,8.4]	Asthma	31	0	1	1
Localized	(7,8.4]	Autoimmune thyroid disease	53	0	1	1
Localized	(7,8.4]	Systemic lupus erythematosus	133	1	0.998465259727889	1
Localized	(7,8.4]	Rheumatoid arthritis	90	4	0.619089559313234	1
Localized	(7,8.4]	Allograft rejection	38	0	1	1
Localized	(7,8.4]	Graft-versus-host disease	41	0	1	1
Localized	(7,8.4]	Primary immunodeficiency	37	0	1	1
Localized	(7,8.4]	Viral myocarditis	59	2	0.774154209347793	1
Localized	(8.4,10]	Glycolysis / Gluconeogenesis	68	0	1	1
Localized	(8.4,10]	Citrate cycle (TCA cycle)	30	0	1	1
Localized	(8.4,10]	Pentose phosphate pathway	30	0	1	1
Localized	(8.4,10]	Pentose and glucuronate interconversions	34	0	1	1
Localized	(8.4,10]	Fructose and mannose metabolism	33	0	1	1
Localized	(8.4,10]	Galactose metabolism	31	0	1	1
Localized	(8.4,10]	Ascorbate and aldarate metabolism	27	0	1	1
Localized	(8.4,10]	Fatty acid biosynthesis	13	0	1	1
Localized	(8.4,10]	Fatty acid elongation	30	0	1	1
Localized	(8.4,10]	Fatty acid degradation	44	0	1	1
Localized	(8.4,10]	Synthesis and degradation of ketone bodies	10	0	1	1
Localized	(8.4,10]	Steroid biosynthesis	19	0	1	1
Localized	(8.4,10]	Ubiquinone and other terpenoid-quinone biosynthesis	11	0	1	1
Localized	(8.4,10]	Oxidative phosphorylation	133	0	1	1
Localized	(8.4,10]	Arginine biosynthesis	21	0	1	1
Localized	(8.4,10]	Caffeine metabolism	5	0	1	1
Localized	(8.4,10]	Pyrimidine metabolism	101	1	0.621387581420949	1
Localized	(8.4,10]	Alanine, aspartate and glutamate metabolism	35	0	1	1
Localized	(8.4,10]	Glycine, serine and threonine metabolism	40	0	1	1
Localized	(8.4,10]	Cysteine and methionine metabolism	47	0	1	1
Localized	(8.4,10]	Valine, leucine and isoleucine degradation	48	0	1	1
Localized	(8.4,10]	Valine, leucine and isoleucine biosynthesis	4	0	1	1
Localized	(8.4,10]	Lysine degradation	59	0	1	1
Localized	(8.4,10]	Arginine and proline metabolism	50	0	1	1
Localized	(8.4,10]	Histidine metabolism	23	0	1	1
Localized	(8.4,10]	Tyrosine metabolism	36	0	1	1
Localized	(8.4,10]	Phenylalanine metabolism	17	0	1	1
Localized	(8.4,10]	Tryptophan metabolism	40	0	1	1
Localized	(8.4,10]	Phenylalanine, tyrosine and tryptophan biosynthesis	5	0	1	1
Localized	(8.4,10]	beta-Alanine metabolism	31	0	1	1
Localized	(8.4,10]	Taurine and hypotaurine metabolism	11	0	1	1
Localized	(8.4,10]	Phosphonate and phosphinate metabolism	6	0	1	1
Localized	(8.4,10]	D-Glutamine and D-glutamate metabolism	5	0	1	1
Localized	(8.4,10]	D-Arginine and D-ornithine metabolism	1	0	1	1
Localized	(8.4,10]	Glutathione metabolism	56	0	1	1
Localized	(8.4,10]	Starch and sucrose metabolism	36	0	1	1
Localized	(8.4,10]	N-Glycan biosynthesis	49	0	1	1
Localized	(8.4,10]	Other glycan degradation	18	0	1	1
Localized	(8.4,10]	Other types of O-glycan biosynthesis	22	0	1	1
Localized	(8.4,10]	Mannose type O-glycan biosynthesis	23	0	1	1
Localized	(8.4,10]	Amino sugar and nucleotide sugar metabolism	48	0	1	1
Localized	(8.4,10]	Neomycin, kanamycin and gentamicin biosynthesis	5	0	1	1
Localized	(8.4,10]	Glycosaminoglycan degradation	19	0	1	1
Localized	(8.4,10]	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	20	0	1	1
Localized	(8.4,10]	Glycosaminoglycan biosynthesis - keratan sulfate	14	0	1	1
Localized	(8.4,10]	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	24	0	1	1
Localized	(8.4,10]	Inositol phosphate metabolism	74	1	0.508502944909714	1
Localized	(8.4,10]	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	25	0	1	1
Localized	(8.4,10]	Glycerophospholipid metabolism	97	1	0.606440676195854	1
Localized	(8.4,10]	Ether lipid metabolism	47	0	1	1
Localized	(8.4,10]	Arachidonic acid metabolism	63	1	0.453523294992052	1
Localized	(8.4,10]	Linoleic acid metabolism	29	0	1	1
Localized	(8.4,10]	alpha-Linolenic acid metabolism	25	0	1	1
Localized	(8.4,10]	Sphingolipid metabolism	47	0	1	1
Localized	(8.4,10]	Glycosphingolipid biosynthesis - lacto and neolacto series	27	0	1	1
Localized	(8.4,10]	Glycosphingolipid biosynthesis - globo and isoglobo series	15	0	1	1
Localized	(8.4,10]	Glycosphingolipid biosynthesis - ganglio series	15	0	1	1
Localized	(8.4,10]	Pyruvate metabolism	39	0	1	1
Localized	(8.4,10]	Glyoxylate and dicarboxylate metabolism	30	0	1	1
Localized	(8.4,10]	Propanoate metabolism	32	0	1	1
Localized	(8.4,10]	Butanoate metabolism	28	0	1	1
Localized	(8.4,10]	One carbon pool by folate	20	0	1	1
Localized	(8.4,10]	Riboflavin metabolism	8	0	1	1
Localized	(8.4,10]	Vitamin B6 metabolism	6	0	1	1
Localized	(8.4,10]	Pantothenate and CoA biosynthesis	19	0	1	1
Localized	(8.4,10]	Biotin metabolism	3	0	1	1
Localized	(8.4,10]	Lipoic acid metabolism	3	0	1	1
Localized	(8.4,10]	Folate biosynthesis	26	0	1	1
Localized	(8.4,10]	Retinol metabolism	67	0	1	1
Localized	(8.4,10]	Porphyrin and chlorophyll metabolism	42	0	1	1
Localized	(8.4,10]	Terpenoid backbone biosynthesis	22	0	1	1
Localized	(8.4,10]	Nitrogen metabolism	17	0	1	1
Localized	(8.4,10]	Aminoacyl-tRNA biosynthesis	66	1	0.469092107175385	1
Localized	(8.4,10]	Metabolism of xenobiotics by cytochrome P450	76	0	1	1
Localized	(8.4,10]	Drug metabolism - cytochrome P450	72	0	1	1
Localized	(8.4,10]	Drug metabolism - other enzymes	79	1	0.531654867504012	1
Localized	(8.4,10]	Biosynthesis of unsaturated fatty acids	27	0	1	1
Localized	(8.4,10]	Metabolic pathways	1305	11	0.717646044433388	1
Localized	(8.4,10]	Carbon metabolism	116	0	1	1
Localized	(8.4,10]	2-Oxocarboxylic acid metabolism	18	0	1	1
Localized	(8.4,10]	Fatty acid metabolism	48	0	1	1
Localized	(8.4,10]	Biosynthesis of amino acids	75	0	1	1
Localized	(8.4,10]	Antifolate resistance	31	0	1	1
Localized	(8.4,10]	ABC transporters	44	0	1	1
Localized	(8.4,10]	Ribosome biogenesis in eukaryotes	105	0	1	1
Localized	(8.4,10]	RNA transport	171	2	0.486522901524176	1
Localized	(8.4,10]	mRNA surveillance pathway	91	1	0.582923182829526	1
Localized	(8.4,10]	RNA degradation	79	0	1	1
Localized	(8.4,10]	RNA polymerase	31	0	1	1
Localized	(8.4,10]	DNA replication	36	0	1	1
Localized	(8.4,10]	Spliceosome	134	1	0.725136420786316	1
Localized	(8.4,10]	Proteasome	45	0	1	1
Localized	(8.4,10]	Protein export	23	0	1	1
Localized	(8.4,10]	PPAR signaling pathway	74	0	1	1
Localized	(8.4,10]	Base excision repair	33	0	1	1
Localized	(8.4,10]	Nucleotide excision repair	47	0	1	1
Localized	(8.4,10]	Mismatch repair	23	0	1	1
Localized	(8.4,10]	Homologous recombination	41	0	1	1
Localized	(8.4,10]	Non-homologous end-joining	13	0	1	1
Localized	(8.4,10]	Fanconi anemia pathway	54	0	1	1
Localized	(8.4,10]	Calcium signaling pathway	183	1	0.829610140373493	1
Localized	(8.4,10]	cAMP signaling pathway	199	2	0.56851475338189	1
Localized	(8.4,10]	Cytokine-cytokine receptor interaction	294	1	0.943014854950212	1
Localized	(8.4,10]	NF-kappa B signaling pathway	95	1	0.598750555992467	1
Localized	(8.4,10]	Phosphatidylinositol signaling system	99	1	0.613985448454846	1
Localized	(8.4,10]	Neuroactive ligand-receptor interaction	277	3	0.49356359426787	1
Localized	(8.4,10]	p53 signaling pathway	72	1	0.498929427337576	1
Localized	(8.4,10]	Sulfur relay system	8	0	1	1
Localized	(8.4,10]	SNARE interactions in vesicular transport	34	0	1	1
Localized	(8.4,10]	Autophagy - other	32	0	1	1
Localized	(8.4,10]	Mitophagy - animal	65	0	1	1
Localized	(8.4,10]	Protein processing in endoplasmic reticulum	165	1	0.796813626449195	1
Localized	(8.4,10]	Lysosome	123	1	0.694123472248991	1
Localized	(8.4,10]	Peroxisome	83	0	1	1
Localized	(8.4,10]	Apoptosis - multiple species	33	0	1	1
Localized	(8.4,10]	Ferroptosis	40	0	1	1
Localized	(8.4,10]	Necroptosis	162	0	1	1
Localized	(8.4,10]	Cardiac muscle contraction	78	0	1	1
Localized	(8.4,10]	Wnt signaling pathway	149	1	0.762484415185617	1
Localized	(8.4,10]	Hippo signaling pathway - multiple species	29	0	1	1
Localized	(8.4,10]	ECM-receptor interaction	82	1	0.545026369312584	1
Localized	(8.4,10]	Complement and coagulation cascades	79	1	0.531654867504012	1
Localized	(8.4,10]	Antigen processing and presentation	77	0	1	1
Localized	(8.4,10]	Renin-angiotensin system	23	0	1	1
Localized	(8.4,10]	RIG-I-like receptor signaling pathway	70	1	0.489172110882761	1
Localized	(8.4,10]	Cytosolic DNA-sensing pathway	63	0	1	1
Localized	(8.4,10]	JAK-STAT signaling pathway	162	1	0.790772880230772	1
Localized	(8.4,10]	Hematopoietic cell lineage	97	1	0.606440676195854	1
Localized	(8.4,10]	Natural killer cell mediated cytotoxicity	131	1	0.716999909577556	1
Localized	(8.4,10]	Leukocyte transendothelial migration	112	1	0.659666029243832	1
Localized	(8.4,10]	Intestinal immune network for IgA production	49	0	1	1
Localized	(8.4,10]	Thermogenesis	229	1	0.891556419307108	1
Localized	(8.4,10]	Synaptic vesicle cycle	63	1	0.453523294992052	1
Localized	(8.4,10]	GABAergic synapse	88	1	0.570650214136579	1
Localized	(8.4,10]	Olfactory transduction	448	0	1	1
Localized	(8.4,10]	Taste transduction	83	0	1	1
Localized	(8.4,10]	Phototransduction	28	0	1	1
Localized	(8.4,10]	Inflammatory mediator regulation of TRP channels	99	1	0.613985448454846	1
Localized	(8.4,10]	Regulation of actin cytoskeleton	213	2	0.605909613407363	1
Localized	(8.4,10]	Renin secretion	65	1	0.463951719831795	1
Localized	(8.4,10]	Aldosterone synthesis and secretion	96	1	0.602613955846621	1
Localized	(8.4,10]	Cortisol synthesis and secretion	64	1	0.458762269614732	1
Localized	(8.4,10]	Type I diabetes mellitus	43	0	1	1
Localized	(8.4,10]	Maturity onset diabetes of the young	26	0	1	1
Localized	(8.4,10]	Proximal tubule bicarbonate reclamation	23	0	1	1
Localized	(8.4,10]	Collecting duct acid secretion	27	0	1	1
Localized	(8.4,10]	Salivary secretion	90	1	0.578871122892594	1
Localized	(8.4,10]	Gastric acid secretion	75	1	0.51322184834601	1
Localized	(8.4,10]	Pancreatic secretion	96	1	0.602613955846621	1
Localized	(8.4,10]	Protein digestion and absorption	90	0	1	1
Localized	(8.4,10]	Bile secretion	71	1	0.49407395979847	1
Localized	(8.4,10]	Vitamin digestion and absorption	24	0	1	1
Localized	(8.4,10]	Mineral absorption	51	0	1	1
Localized	(8.4,10]	Cholesterol metabolism	50	0	1	1
Localized	(8.4,10]	Alzheimer disease	171	2	0.486522901524176	1
Localized	(8.4,10]	Parkinson disease	142	0	1	1
Localized	(8.4,10]	Amyotrophic lateral sclerosis (ALS)	51	0	1	1
Localized	(8.4,10]	Huntington disease	193	2	0.551742033510831	1
Localized	(8.4,10]	Cocaine addiction	49	0	1	1
Localized	(8.4,10]	Amphetamine addiction	68	0	1	1
Localized	(8.4,10]	Morphine addiction	91	0	1	1
Localized	(8.4,10]	Nicotine addiction	40	0	1	1
Localized	(8.4,10]	Alcoholism	180	2	0.513895143612798	1
Localized	(8.4,10]	Bacterial invasion of epithelial cells	74	1	0.508502944909714	1
Localized	(8.4,10]	Epithelial cell signaling in Helicobacter pylori infection	68	0	1	1
Localized	(8.4,10]	Pathogenic Escherichia coli infection	55	0	1	1
Localized	(8.4,10]	Shigellosis	65	1	0.463951719831795	1
Localized	(8.4,10]	Pertussis	76	1	0.517896077283992	1
Localized	(8.4,10]	Legionellosis	55	0	1	1
Localized	(8.4,10]	Malaria	49	0	1	1
Localized	(8.4,10]	Amoebiasis	96	1	0.602613955846621	1
Localized	(8.4,10]	Human papillomavirus infection	339	3	0.63184518968065	1
Localized	(8.4,10]	Chemical carcinogenesis	82	0	1	1
Localized	(8.4,10]	MicroRNAs in cancer	299	3	0.545541015095221	1
Localized	(8.4,10]	Basal cell carcinoma	63	0	1	1
Localized	(8.4,10]	Asthma	31	0	1	1
Localized	(8.4,10]	Autoimmune thyroid disease	53	0	1	1
Localized	(8.4,10]	Inflammatory bowel disease (IBD)	65	1	0.463951719831795	1
Localized	(8.4,10]	Rheumatoid arthritis	90	1	0.578871122892594	1
Localized	(8.4,10]	Allograft rejection	38	0	1	1
Localized	(8.4,10]	Graft-versus-host disease	41	0	1	1
Localized	(8.4,10]	Primary immunodeficiency	37	0	1	1
Localized	(8.4,10]	Hypertrophic cardiomyopathy (HCM)	83	1	0.549399339094472	1
Localized	(8.4,10]	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	72	0	1	1
Localized	(8.4,10]	Dilated cardiomyopathy (DCM)	90	0	1	1
Regional	[0,1.4]	Glycolysis / Gluconeogenesis	68	0	1	1
Regional	[0,1.4]	Citrate cycle (TCA cycle)	30	0	1	1
Regional	[0,1.4]	Pentose phosphate pathway	30	0	1	1
Regional	[0,1.4]	Pentose and glucuronate interconversions	34	0	1	1
Regional	[0,1.4]	Fructose and mannose metabolism	33	0	1	1
Regional	[0,1.4]	Galactose metabolism	31	0	1	1
Regional	[0,1.4]	Ascorbate and aldarate metabolism	27	0	1	1
Regional	[0,1.4]	Fatty acid biosynthesis	13	0	1	1
Regional	[0,1.4]	Fatty acid elongation	30	0	1	1
Regional	[0,1.4]	Fatty acid degradation	44	0	1	1
Regional	[0,1.4]	Synthesis and degradation of ketone bodies	10	0	1	1
Regional	[0,1.4]	Steroid biosynthesis	19	0	1	1
Regional	[0,1.4]	Primary bile acid biosynthesis	17	0	1	1
Regional	[0,1.4]	Ubiquinone and other terpenoid-quinone biosynthesis	11	1	0.0348065853911196	1
Regional	[0,1.4]	Steroid hormone biosynthesis	60	0	1	1
Regional	[0,1.4]	Oxidative phosphorylation	133	0	1	1
Regional	[0,1.4]	Arginine biosynthesis	21	0	1	1
Regional	[0,1.4]	Purine metabolism	174	0	1	1
Regional	[0,1.4]	Caffeine metabolism	5	0	1	1
Regional	[0,1.4]	Pyrimidine metabolism	101	0	1	1
Regional	[0,1.4]	Alanine, aspartate and glutamate metabolism	35	0	1	1
Regional	[0,1.4]	Glycine, serine and threonine metabolism	40	0	1	1
Regional	[0,1.4]	Cysteine and methionine metabolism	47	0	1	1
Regional	[0,1.4]	Valine, leucine and isoleucine degradation	48	0	1	1
Regional	[0,1.4]	Valine, leucine and isoleucine biosynthesis	4	0	1	1
Regional	[0,1.4]	Lysine degradation	59	0	1	1
Regional	[0,1.4]	Arginine and proline metabolism	50	0	1	1
Regional	[0,1.4]	Histidine metabolism	23	0	1	1
Regional	[0,1.4]	Tyrosine metabolism	36	1	0.109646909760316	1
Regional	[0,1.4]	Phenylalanine metabolism	17	1	0.0532995246648098	1
Regional	[0,1.4]	Tryptophan metabolism	40	0	1	1
Regional	[0,1.4]	Phenylalanine, tyrosine and tryptophan biosynthesis	5	0	1	1
Regional	[0,1.4]	beta-Alanine metabolism	31	0	1	1
Regional	[0,1.4]	Taurine and hypotaurine metabolism	11	0	1	1
Regional	[0,1.4]	Phosphonate and phosphinate metabolism	6	0	1	1
Regional	[0,1.4]	Selenocompound metabolism	17	0	1	1
Regional	[0,1.4]	D-Glutamine and D-glutamate metabolism	5	0	1	1
Regional	[0,1.4]	D-Arginine and D-ornithine metabolism	1	0	1	1
Regional	[0,1.4]	Glutathione metabolism	56	0	1	1
Regional	[0,1.4]	Starch and sucrose metabolism	36	0	1	1
Regional	[0,1.4]	N-Glycan biosynthesis	49	0	1	1
Regional	[0,1.4]	Other glycan degradation	18	0	1	1
Regional	[0,1.4]	Mucin type O-glycan biosynthesis	31	0	1	1
Regional	[0,1.4]	Other types of O-glycan biosynthesis	22	0	1	1
Regional	[0,1.4]	Mannose type O-glycan biosynthesis	23	0	1	1
Regional	[0,1.4]	Amino sugar and nucleotide sugar metabolism	48	0	1	1
Regional	[0,1.4]	Neomycin, kanamycin and gentamicin biosynthesis	5	0	1	1
Regional	[0,1.4]	Glycosaminoglycan degradation	19	0	1	1
Regional	[0,1.4]	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	20	0	1	1
Regional	[0,1.4]	Glycosaminoglycan biosynthesis - keratan sulfate	14	0	1	1
Regional	[0,1.4]	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	24	0	1	1
Regional	[0,1.4]	Glycerolipid metabolism	61	2	0.0161347755133824	1
Regional	[0,1.4]	Inositol phosphate metabolism	74	0	1	1
Regional	[0,1.4]	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	25	0	1	1
Regional	[0,1.4]	Glycerophospholipid metabolism	97	2	0.038277681825052	1
Regional	[0,1.4]	Ether lipid metabolism	47	0	1	1
Regional	[0,1.4]	Arachidonic acid metabolism	63	0	1	1
Regional	[0,1.4]	Linoleic acid metabolism	29	0	1	1
Regional	[0,1.4]	alpha-Linolenic acid metabolism	25	0	1	1
Regional	[0,1.4]	Sphingolipid metabolism	47	1	0.140784836827443	1
Regional	[0,1.4]	Glycosphingolipid biosynthesis - lacto and neolacto series	27	0	1	1
Regional	[0,1.4]	Glycosphingolipid biosynthesis - globo and isoglobo series	15	0	1	1
Regional	[0,1.4]	Glycosphingolipid biosynthesis - ganglio series	15	0	1	1
Regional	[0,1.4]	Pyruvate metabolism	39	0	1	1
Regional	[0,1.4]	Glyoxylate and dicarboxylate metabolism	30	0	1	1
Regional	[0,1.4]	Propanoate metabolism	32	0	1	1
Regional	[0,1.4]	Butanoate metabolism	28	0	1	1
Regional	[0,1.4]	One carbon pool by folate	20	0	1	1
Regional	[0,1.4]	Thiamine metabolism	16	0	1	1
Regional	[0,1.4]	Riboflavin metabolism	8	0	1	1
Regional	[0,1.4]	Vitamin B6 metabolism	6	0	1	1
Regional	[0,1.4]	Nicotinate and nicotinamide metabolism	30	0	1	1
Regional	[0,1.4]	Pantothenate and CoA biosynthesis	19	0	1	1
Regional	[0,1.4]	Biotin metabolism	3	0	1	1
Regional	[0,1.4]	Lipoic acid metabolism	3	0	1	1
Regional	[0,1.4]	Folate biosynthesis	26	0	1	1
Regional	[0,1.4]	Retinol metabolism	67	1	0.194745164639139	1
Regional	[0,1.4]	Porphyrin and chlorophyll metabolism	42	0	1	1
Regional	[0,1.4]	Terpenoid backbone biosynthesis	22	0	1	1
Regional	[0,1.4]	Nitrogen metabolism	17	0	1	1
Regional	[0,1.4]	Sulfur metabolism	9	0	1	1
Regional	[0,1.4]	Aminoacyl-tRNA biosynthesis	66	0	1	1
Regional	[0,1.4]	Metabolism of xenobiotics by cytochrome P450	76	0	1	1
Regional	[0,1.4]	Drug metabolism - cytochrome P450	72	0	1	1
Regional	[0,1.4]	Drug metabolism - other enzymes	79	0	1	1
Regional	[0,1.4]	Biosynthesis of unsaturated fatty acids	27	0	1	1
